1,9,9,0,0,0,0,127,0,0,243,0,0,386,0,0,506,0,0,669,0,0,774,0,0,862,0,0,967,0
2,9,9,0,1,0,0,128,0,0,244,0,0,387,0,0,507,0,0,670,0,0,775,0,0,863,0,0,968,0
3,9,9,0,2,0,0,129,0,0,245,0,0,388,0,0,508,0,0,671,0,0,776,0,0,864,0,0,969,0
4,9,9,0,3,0,0,130,0,0,246,0,0,389,0,0,509,0,0,672,0,0,777,0,0,865,0,0,970,0
5,9,9,-,4,0,-,131,0,-,247,0,-,390,0,-,510,0,-,673,0,-,778,0,-,866,0,-,971,0
6,9,9,0,5,0,0,132,0,0,248,0,0,391,0,0,511,0,0,674,0,0,779,0,0,867,0,0,972,0
12,1,1,0,367,0
13,1,1,0,368,0
14,1,1,0,369,0
15,1,1,0,370,0
16,1,1,-,371,0
17,1,1,-,372,0
18,1,1,0,373,0
19,1,1,-,374,0
20,1,1,-,375,0
21,1,1,0,376,0
22,1,1,0,377,0
23,1,1,1,378,0
24,1,1,-,379,0
25,1,1,-,380,0
26,1,1,0,381,0
27,1,1,0,382,0
33,1,1,-,249,0
34,1,1,0,250,0
35,1,1,0,251,0
36,1,1,0,252,0
37,1,1,0,282,0
38,1,1,-,283,0
39,1,1,-,284,0
40,1,1,0,285,0
41,1,1,-,286,0
42,1,1,0,287,0
43,1,1,1.0,288,0
44,1,1,-,289,0
45,1,1,-,290,0
46,1,1,-,291,0
47,1,1,0,344,0
48,1,1,0,345,0
49,1,1,-,346,0
50,1,1,-,347,0
51,1,1,-,353,0
52,1,1,0,354,0
53,1,1,1.0,355,0
54,1,1,-,356,0
55,1,1,0,357,0
56,1,1,-,358,0
57,1,1,-,359,0
58,1,1,0,360,0
59,1,1,0,361,0
60,1,1,-,362,0
61,1,1,-,363,0
62,1,1,0,364,0
63,1,1,0,365,0
64,1,1,0,366,0
65,1,1,0,383,0
66,1,1,0,384,0
67,1,1,0,385,0
73,1,1,-,392,0
74,1,1,0,393,0
75,1,1,0,394,0
76,1,1,0,395,0
77,1,1,0,425,0
78,1,1,-,426,0
79,1,1,-,427,0
80,1,1,0,428,0
81,1,1,-,429,0
82,1,1,0,430,0
83,1,1,0.0,431,0
84,1,1,-,432,0
85,1,1,-,433,0
86,1,1,-,434,0
87,1,1,0,487,0
88,1,1,0,488,0
89,1,1,-,489,0
90,1,1,-,490,0
91,1,1,-,496,0
92,1,1,0,497,0
93,1,1,0.0,498,0
94,1,1,-,499,0
95,1,1,0,500,0
96,1,1,-,501,0
97,1,1,-,502,0
98,1,1,0,503,0
99,1,1,0,504,0
100,1,1,0,505,0
106,1,1,-,868,0
107,1,1,0,869,0
108,1,1,0,870,0
109,1,1,0,871,0
110,1,1,0,901,0
111,1,1,-,902,0
112,1,1,-,903,0
113,1,1,0,904,0
114,1,1,-,905,0
115,1,1,0,906,0
116,1,1,1.0,907,0
117,1,1,-,908,0
118,1,1,-,909,0
119,1,1,-,910,0
120,1,1,0,948,0
121,1,1,0,949,0
122,1,1,-,950,0
123,1,1,-,951,0
124,1,1,-,957,0
125,1,1,0,958,0
126,1,1,-1.0,959,0
127,1,1,-,960,0
128,1,1,0,961,0
129,1,1,-,962,0
130,1,1,-,963,0
131,1,1,0,964,0
132,1,1,0,965,0
133,1,1,0,966,0
139,1,1,-,973,0
140,1,1,0,974,0
141,1,1,0,975,0
142,1,1,0,976,0
143,1,1,0,1006,0
144,1,1,-,1007,0
145,1,1,-,1008,0
146,1,1,0,1009,0
147,1,1,-,1010,0
148,1,1,-,1011,0
149,1,1,-,1012,0
150,1,1,0,1036,0
151,1,1,0,1037,0
152,1,1,-,1038,0
153,1,1,-,1039,0
154,1,1,-,1045,0
155,1,1,0,1046,0
156,1,1,0.0,1047,0
157,1,1,-,1048,0
158,1,1,0,1049,0
159,1,1,-,1050,0
160,1,1,-,1051,0
161,1,1,0,1052,0
162,1,1,0,1053,0
163,1,1,0,1054,0
169,1,1,-,675,0
170,1,1,0,676,0
171,1,1,0,677,0
172,1,1,0,678,0
173,1,1,0,708,0
174,1,1,-,709,0
175,1,1,-,710,0
176,1,1,0,711,0
177,1,1,-,712,0
178,1,1,0,713,0
179,1,1,1.0,714,0
180,1,1,-,715,0
181,1,1,-,716,0
182,1,1,-,717,0
183,1,1,0,755,0
184,1,1,0,756,0
185,1,1,-,757,0
186,1,1,-,758,0
187,1,1,-,764,0
188,1,1,0,765,0
189,1,1,0.0,766,0
190,1,1,-,767,0
191,1,1,0,768,0
192,1,1,-,769,0
193,1,1,-,770,0
194,1,1,0,771,0
195,1,1,0,772,0
196,1,1,0,773,0
202,1,1,-,780,0
203,1,1,0,781,0
204,1,1,0,782,0
205,1,1,0,783,0
206,1,1,0,813,0
207,1,1,-,814,0
208,1,1,-,815,0
209,1,1,0,816,0
210,1,1,-,817,0
211,1,1,-,818,0
212,1,1,-,819,0
213,1,1,0,843,0
214,1,1,0,844,0
215,1,1,-,845,0
216,1,1,-,846,0
217,1,1,-,852,0
218,1,1,0,853,0
219,1,1,0.0,854,0
220,1,1,-,855,0
221,1,1,0,856,0
222,1,1,-,857,0
223,1,1,-,858,0
224,1,1,0,859,0
225,1,1,0,860,0
226,1,1,0,861,0
232,1,1,-,6,0
233,1,1,0,7,0
234,1,1,0,8,0
235,1,1,0,9,0
236,1,1,0,70,0
237,1,1,-,71,0
238,1,1,-,72,0
239,1,1,0,73,0
240,1,1,-,74,0
241,1,1,0,75,0
242,1,1,3,76,0
243,1,1,-,77,0
244,1,1,-,78,0
245,1,1,-,79,0
246,1,1,-,114,0
247,1,1,-,115,0
248,1,1,0,116,0
249,1,1,-,117,0
250,1,1,0,118,0
251,1,1,4,119,0
252,1,1,-,120,0
253,1,1,0,121,0
254,1,1,-,122,0
255,1,1,-,123,0
256,1,1,0,124,0
257,1,1,0,125,0
258,1,1,0,126,0
264,1,1,-,133,0
265,1,1,0,134,0
266,1,1,0,135,0
267,1,1,0,136,0
268,1,1,0,166,0
269,1,1,-,167,0
270,1,1,-,168,0
271,1,1,0,169,0
272,1,1,0,170,0
273,1,1,0,171,0
274,1,1,0,172,0
275,1,1,-,173,0
276,1,1,-,174,0
277,1,1,0,175,0
278,1,1,-,176,0
279,1,1,0,177,0
280,1,1,1,178,0
281,1,1,-,179,0
282,1,1,-,180,0
283,1,1,-,181,0
284,1,1,true,182,0
285,1,1,0,183,0
286,1,1,-,184,0
287,1,1,0,185,0
288,1,1,2,186,0
289,1,1,-,187,0
290,1,1,-,188,0
291,1,1,-,189,0
292,1,1,true,190,0
293,1,1,0,191,0
294,1,1,-,192,0
295,1,1,-,193,0
296,1,1,-,194,0
297,1,1,-,195,0
298,1,1,-,230,0
299,1,1,-,231,0
300,1,1,0,232,0
301,1,1,-,233,0
302,1,1,0,234,0
303,1,1,2,235,0
304,1,1,-,236,0
305,1,1,0,237,0
306,1,1,-,238,0
307,1,1,-,239,0
308,1,1,0,240,0
309,1,1,0,241,0
310,1,1,0,242,0
357,1,1,-,512,0
358,1,1,0,513,0
359,1,1,0,514,0
360,1,1,0,515,0
361,1,1,0,545,0
362,1,1,-,546,0
363,1,1,-,547,0
364,1,1,0,548,0
365,1,1,-,549,0
366,1,1,0,550,0
367,1,1,2.0,551,0
368,1,1,-,552,0
369,1,1,-,553,0
370,1,1,-,554,0
371,1,1,0,607,0
372,1,1,0,608,0
373,1,1,-,609,0
374,1,1,0,610,0
375,1,1,0.0,611,0
376,1,1,-,612,0
377,1,1,-,613,0
378,1,1,-,614,0
379,1,1,0,639,0
380,1,1,0,640,0
381,1,1,-,641,0
382,1,1,-,642,0
383,1,1,-,648,0
384,1,1,0,649,0
385,1,1,1.0,650,0
386,1,1,-,651,0
387,1,1,0,652,0
388,1,1,-,653,0
389,1,1,-,654,0
390,1,1,0,655,0
391,1,1,0,656,0
392,1,1,0,657,0
393,1,1,0,666,0
394,1,1,0,667,0
395,1,1,0,668,0
401,2,2,0,1073,0,0,1105,0
402,2,2,0,1074,0,0,1106,0
403,2,2,0,1075,0,0,1107,0
404,2,2,0,1076,0,0,1108,0
405,2,2,-,1077,0,-,1109,0
406,2,2,0,1078,0,0,1110,0
407,2,2,0,1079,0,0,1111,0
413,1,1,0,1055,0
414,1,1,0,1056,0
415,1,1,-,1057,0
416,1,1,-,1058,0
417,1,1,-,1059,0
